transaction_id,date,timestamp,store_id,customer_id,product_id,category,quantity,unit_price,total_amount,discount_percent,final_amount,payment_method
T006811,2024-03-22,2024-03-22 18:36:35,STORE_10,CUST_0026,P045,Home & Garden,1,102.4,102.4,0.0,102.4,Debit Card
T006812,2024-03-22,2024-03-22 13:58:59,STORE_05,CUST_0987,P011,Electronics,3,1451.84,4355.52,0.0,4355.52,Credit Card
T006813,2024-03-22,2024-03-22 13:58:17,STORE_04,CUST_0232,P016,Home & Garden,2,68.96,137.92,0.0,137.92,Debit Card
T006814,2024-03-22,2024-03-22 14:39:31,STORE_04,CUST_0188,P009,Sports,2,134.08,268.16,0.0,268.16,Debit Card
T006815,2024-03-22,2024-03-22 12:14:59,STORE_08,CUST_0832,P043,Groceries,1,15.51,15.51,0.0,15.51,Mobile Pay
T006816,2024-03-22,2024-03-22 19:24:46,STORE_09,CUST_0526,P008,Sports,2,80.46,160.92,0.0,160.92,Mobile Pay
T006817,2024-03-22,2024-03-22 21:10:33,STORE_07,CUST_0289,P021,Groceries,1,45.95,45.95,0.0,45.95,Cash
T006818,2024-03-22,2024-03-22 19:23:44,STORE_04,CUST_0968,P002,Groceries,3,15.27,45.81,0.0,45.81,Cash
T006819,2024-03-22,2024-03-22 10:21:13,STORE_01,CUST_0428,P020,Home & Garden,8,65.61,524.88,0.0,524.88,Debit Card
T006820,2024-03-22,2024-03-22 08:04:06,STORE_04,CUST_0407,P033,Clothing,3,118.05,354.15,0.0,354.15,Mobile Pay
T006821,2024-03-22,2024-03-22 22:10:02,STORE_02,CUST_0667,P012,Clothing,1,136.63,136.63,0.0,136.63,Credit Card
T006822,2024-03-22,2024-03-22 16:27:42,STORE_07,CUST_0643,P023,Groceries,1,31.89,31.89,0.0,31.89,Credit Card
T006823,2024-03-22,2024-03-22 21:15:52,STORE_01,CUST_0079,P027,Electronics,3,829.65,2488.95,0.0,2488.95,Mobile Pay
T006824,2024-03-22,2024-03-22 08:50:23,STORE_05,CUST_1000,P044,Home & Garden,2,196.91,393.82,0.0,393.82,Credit Card
T006825,2024-03-22,2024-03-22 08:15:51,STORE_05,CUST_0048,P033,Clothing,2,111.42,222.84,0.0,222.84,Credit Card
T006826,2024-03-22,2024-03-22 10:10:33,STORE_09,CUST_0310,P033,Clothing,4,118.18,472.72,0.0,472.72,Cash
T006827,2024-03-22,2024-03-22 21:54:56,STORE_07,CUST_0878,P023,Groceries,1,33.6,33.6,0.0,33.6,Credit Card
T006828,2024-03-22,2024-03-22 18:08:56,STORE_04,CUST_0344,P012,Clothing,10,135.38,1353.8,14.46,1158.05,Credit Card
T006829,2024-03-22,2024-03-22 09:01:09,STORE_09,CUST_0179,P008,Sports,1,86.98,86.98,15.51,73.49,Mobile Pay
T006830,2024-03-22,2024-03-22 21:40:36,STORE_10,CUST_0019,P006,Electronics,1,500.12,500.12,0.0,500.12,Mobile Pay
T006831,2024-03-22,2024-03-22 17:47:58,STORE_01,CUST_0726,P043,Groceries,1,14.08,14.08,8.83,12.84,Mobile Pay
T006832,2024-03-22,2024-03-22 14:51:55,STORE_09,CUST_0540,P026,Electronics,2,1668.78,3337.56,0.0,3337.56,Cash
T006833,2024-03-22,2024-03-22 21:30:13,STORE_09,CUST_0160,P021,Groceries,1,43.26,43.26,0.0,43.26,Debit Card
T006834,2024-03-22,2024-03-22 20:56:09,STORE_01,CUST_0043,P015,Groceries,2,9.07,18.14,15.01,15.42,Debit Card
T006835,2024-03-22,2024-03-22 22:08:40,STORE_03,CUST_0375,P019,Sports,1,56.33,56.33,0.0,56.33,Credit Card
T006836,2024-03-22,2024-03-22 10:03:31,STORE_05,CUST_0013,P038,Electronics,1,562.17,562.17,0.0,562.17,Credit Card
T006837,2024-03-22,2024-03-22 21:26:41,STORE_08,CUST_0752,P035,Home & Garden,2,161.79,323.58,0.0,323.58,Debit Card
T006838,2024-03-22,2024-03-22 18:30:12,STORE_01,CUST_0506,P029,Groceries,3,11.18,33.54,0.0,33.54,Mobile Pay
T006839,2024-03-22,2024-03-22 13:47:16,STORE_06,CUST_0084,P046,Clothing,1,61.24,61.24,0.0,61.24,Mobile Pay
T006840,2024-03-22,2024-03-22 20:59:25,STORE_03,CUST_0130,P048,Sports,3,132.89,398.67,0.0,398.67,Mobile Pay
T006841,2024-03-22,2024-03-22 22:05:41,STORE_01,CUST_0626,P003,Clothing,3,152.16,456.48,19.25,368.62,Debit Card
T006842,2024-03-22,2024-03-22 09:34:50,STORE_02,CUST_0622,P025,Clothing,2,150.44,300.88,0.0,300.88,Cash
T006843,2024-03-22,2024-03-22 13:27:00,STORE_05,CUST_0059,P040,Home & Garden,8,142.05,1136.4,0.0,1136.4,Cash
T006844,2024-03-22,2024-03-22 19:44:57,STORE_10,CUST_0378,P025,Clothing,2,151.86,303.72,0.0,303.72,Mobile Pay
T006845,2024-03-22,2024-03-22 12:01:02,STORE_06,CUST_0378,P030,Groceries,4,14.22,56.88,0.0,56.88,Credit Card
T006846,2024-03-22,2024-03-22 08:30:27,STORE_06,CUST_0137,P049,Sports,2,126.18,252.36,6.34,236.35,Debit Card
T006847,2024-03-22,2024-03-22 20:11:02,STORE_05,CUST_0175,P038,Electronics,1,484.16,484.16,0.0,484.16,Cash
T006848,2024-03-22,2024-03-22 21:05:43,STORE_05,CUST_0179,P015,Groceries,1,9.0,9.0,0.0,9.0,Cash
T006849,2024-03-22,2024-03-22 11:28:09,STORE_08,CUST_0745,P030,Groceries,1,14.46,14.46,0.0,14.46,Debit Card
T006850,2024-03-22,2024-03-22 09:32:28,STORE_08,CUST_0232,P003,Clothing,1,146.93,146.93,0.0,146.93,Mobile Pay
T006851,2024-03-22,2024-03-22 21:55:43,STORE_10,CUST_0510,P017,Groceries,6,32.26,193.56,0.0,193.56,Cash
T006852,2024-03-23,2024-03-23 17:36:21,STORE_09,CUST_0327,P021,Groceries,6,45.44,272.64,0.0,272.64,Credit Card
T006853,2024-03-23,2024-03-23 16:31:08,STORE_05,CUST_0108,P021,Groceries,1,46.29,46.29,0.0,46.29,Cash
T006854,2024-03-23,2024-03-23 14:54:16,STORE_01,CUST_0554,P016,Home & Garden,2,75.65,151.3,0.0,151.3,Credit Card
T006855,2024-03-23,2024-03-23 14:37:12,STORE_05,CUST_0756,P020,Home & Garden,3,62.4,187.2,18.0,153.5,Debit Card
T006856,2024-03-23,2024-03-23 13:01:33,STORE_08,CUST_0340,P050,Clothing,1,207.48,207.48,0.0,207.48,Credit Card
T006857,2024-03-23,2024-03-23 18:20:57,STORE_04,CUST_0587,P028,Home & Garden,2,318.23,636.46,0.0,636.46,Debit Card
T006858,2024-03-23,2024-03-23 19:32:56,STORE_07,CUST_0353,P039,Electronics,2,1544.5,3089.0,0.0,3089.0,Credit Card
T006859,2024-03-23,2024-03-23 08:22:06,STORE_09,CUST_0363,P039,Electronics,1,1775.33,1775.33,0.0,1775.33,Debit Card
T006860,2024-03-23,2024-03-23 18:03:07,STORE_05,CUST_0031,P018,Electronics,2,1392.03,2784.06,0.0,2784.06,Cash
T006861,2024-03-23,2024-03-23 14:34:14,STORE_10,CUST_0348,P012,Clothing,2,131.7,263.4,0.0,263.4,Cash
T006862,2024-03-23,2024-03-23 17:33:02,STORE_03,CUST_0898,P003,Clothing,2,140.44,280.88,0.0,280.88,Cash
T006863,2024-03-23,2024-03-23 08:39:27,STORE_01,CUST_0405,P025,Clothing,9,154.68,1392.12,0.0,1392.12,Mobile Pay
T006864,2024-03-23,2024-03-23 13:31:28,STORE_04,CUST_0318,P028,Home & Garden,1,335.57,335.57,0.0,335.57,Debit Card
T006865,2024-03-23,2024-03-23 10:51:14,STORE_10,CUST_0041,P047,Sports,2,164.94,329.88,0.0,329.88,Debit Card
T006866,2024-03-23,2024-03-23 09:45:02,STORE_10,CUST_0642,P006,Electronics,3,565.81,1697.43,0.0,1697.43,Credit Card
T006867,2024-03-23,2024-03-23 22:35:01,STORE_01,CUST_0223,P008,Sports,3,80.36,241.08,0.0,241.08,Credit Card
T006868,2024-03-23,2024-03-23 14:35:49,STORE_08,CUST_0802,P029,Groceries,3,13.45,40.35,13.57,34.87,Mobile Pay
T006869,2024-03-23,2024-03-23 22:12:52,STORE_07,CUST_0883,P001,Electronics,3,144.14,432.42,0.0,432.42,Debit Card
T006870,2024-03-23,2024-03-23 09:42:11,STORE_07,CUST_0329,P006,Electronics,1,467.22,467.22,0.0,467.22,Mobile Pay
T006871,2024-03-23,2024-03-23 17:14:17,STORE_05,CUST_0621,P009,Sports,2,147.28,294.56,9.57,266.36,Mobile Pay
T006872,2024-03-23,2024-03-23 12:15:37,STORE_09,CUST_0616,P040,Home & Garden,1,156.5,156.5,0.0,156.5,Cash
T006873,2024-03-23,2024-03-23 20:14:42,STORE_08,CUST_0183,P014,Clothing,1,210.75,210.75,18.71,171.32,Cash
T006874,2024-03-23,2024-03-23 21:14:02,STORE_05,CUST_0585,P034,Clothing,4,48.55,194.2,0.0,194.2,Debit Card
T006875,2024-03-23,2024-03-23 22:55:25,STORE_02,CUST_0935,P001,Electronics,3,154.03,462.09,0.0,462.09,Credit Card
T006876,2024-03-23,2024-03-23 08:22:06,STORE_08,CUST_0235,P008,Sports,2,79.8,159.6,0.0,159.6,Credit Card
T006877,2024-03-23,2024-03-23 14:50:26,STORE_08,CUST_0869,P046,Clothing,1,66.66,66.66,0.0,66.66,Debit Card
T006878,2024-03-23,2024-03-23 20:44:05,STORE_05,CUST_0233,P019,Sports,3,58.28,174.84,8.86,159.35,Credit Card
T006879,2024-03-23,2024-03-23 22:17:39,STORE_09,CUST_0042,P002,Groceries,9,14.59,131.31,0.0,131.31,Credit Card
T006880,2024-03-23,2024-03-23 14:17:08,STORE_06,CUST_0673,P013,Groceries,3,17.81,53.43,0.0,53.43,Cash
T006881,2024-03-23,2024-03-23 22:04:00,STORE_08,CUST_0347,P010,Home & Garden,2,321.97,643.94,0.0,643.94,Cash
T006882,2024-03-23,2024-03-23 22:13:31,STORE_04,CUST_0453,P050,Clothing,2,186.55,373.1,0.0,373.1,Debit Card
T006883,2024-03-23,2024-03-23 08:48:53,STORE_04,CUST_0869,P017,Groceries,1,30.93,30.93,0.0,30.93,Credit Card
T006884,2024-03-23,2024-03-23 15:29:24,STORE_03,CUST_0257,P002,Groceries,4,14.99,59.96,0.0,59.96,Credit Card
T006885,2024-03-23,2024-03-23 15:34:30,STORE_07,CUST_0902,P025,Clothing,2,147.46,294.92,0.0,294.92,Cash
T006886,2024-03-23,2024-03-23 09:30:47,STORE_02,CUST_0100,P020,Home & Garden,3,62.07,186.21,0.0,186.21,Debit Card
T006887,2024-03-23,2024-03-23 17:16:03,STORE_05,CUST_0788,P032,Electronics,1,1358.01,1358.01,0.0,1358.01,Cash
T006888,2024-03-23,2024-03-23 15:07:27,STORE_09,CUST_0742,P031,Groceries,4,37.04,148.16,0.0,148.16,Credit Card
T006889,2024-03-23,2024-03-23 18:47:57,STORE_07,CUST_0538,P041,Clothing,3,201.81,605.43,0.0,605.43,Credit Card
T006890,2024-03-23,2024-03-23 15:56:38,STORE_03,CUST_0394,P041,Clothing,3,198.11,594.33,0.0,594.33,Cash
T006891,2024-03-23,2024-03-23 11:55:48,STORE_05,CUST_0359,P006,Electronics,1,530.39,530.39,0.0,530.39,Debit Card
T006892,2024-03-23,2024-03-23 16:10:45,STORE_01,CUST_0618,P013,Groceries,1,18.98,18.98,0.0,18.98,Cash
T006893,2024-03-23,2024-03-23 15:40:42,STORE_10,CUST_0560,P011,Electronics,1,1498.65,1498.65,0.0,1498.65,Debit Card
T006894,2024-03-23,2024-03-23 12:24:16,STORE_05,CUST_0932,P018,Electronics,5,1428.76,7143.8,0.0,7143.8,Mobile Pay
T006895,2024-03-23,2024-03-23 20:23:08,STORE_10,CUST_0444,P017,Groceries,1,34.43,34.43,5.22,32.63,Debit Card
T006896,2024-03-23,2024-03-23 16:34:04,STORE_02,CUST_0885,P047,Sports,3,177.55,532.65,0.0,532.65,Debit Card
T006897,2024-03-23,2024-03-23 16:42:35,STORE_07,CUST_0817,P013,Groceries,2,19.16,38.32,0.0,38.32,Debit Card
T006898,2024-03-23,2024-03-23 13:45:10,STORE_03,CUST_0243,P015,Groceries,1,10.44,10.44,0.0,10.44,Debit Card
T006899,2024-03-23,2024-03-23 14:34:42,STORE_05,CUST_0590,P021,Groceries,2,43.86,87.72,6.2,82.28,Credit Card
T006900,2024-03-23,2024-03-23 21:30:12,STORE_02,CUST_0775,P004,Sports,6,50.41,302.46,0.0,302.46,Credit Card
T006901,2024-03-23,2024-03-23 15:17:45,STORE_02,CUST_0300,P033,Clothing,1,106.36,106.36,0.0,106.36,Cash
T006902,2024-03-23,2024-03-23 15:48:14,STORE_05,CUST_0851,P044,Home & Garden,4,227.12,908.48,0.0,908.48,Debit Card
T006903,2024-03-23,2024-03-23 14:23:28,STORE_02,CUST_0417,P001,Electronics,10,142.76,1427.6,0.0,1427.6,Credit Card
T006904,2024-03-23,2024-03-23 18:43:59,STORE_10,CUST_0076,P024,Electronics,10,184.1,1841.0,0.0,1841.0,Credit Card
T006905,2024-03-23,2024-03-23 14:03:57,STORE_03,CUST_0802,P029,Groceries,1,12.46,12.46,0.0,12.46,Credit Card
T006906,2024-03-23,2024-03-23 10:52:43,STORE_02,CUST_0312,P031,Groceries,5,39.79,198.95,0.0,198.95,Debit Card
T006907,2024-03-23,2024-03-23 13:05:24,STORE_05,CUST_0339,P039,Electronics,2,1531.96,3063.92,0.0,3063.92,Cash
T006908,2024-03-23,2024-03-23 08:33:20,STORE_02,CUST_0561,P019,Sports,2,61.25,122.5,0.0,122.5,Debit Card
T006909,2024-03-23,2024-03-23 15:48:39,STORE_01,CUST_0681,P034,Clothing,1,51.02,51.02,19.74,40.95,Mobile Pay
T006910,2024-03-23,2024-03-23 17:34:50,STORE_02,CUST_0713,P045,Home & Garden,3,99.35,298.05,0.0,298.05,Mobile Pay
T006911,2024-03-23,2024-03-23 08:54:42,STORE_10,CUST_0713,P022,Sports,3,245.93,737.79,0.0,737.79,Mobile Pay
T006912,2024-03-23,2024-03-23 09:27:54,STORE_02,CUST_0342,P034,Clothing,3,48.89,146.67,0.0,146.67,Mobile Pay
T006913,2024-03-23,2024-03-23 22:27:27,STORE_07,CUST_0903,P005,Home & Garden,3,43.33,129.99,0.0,129.99,Mobile Pay
T006914,2024-03-23,2024-03-23 22:53:23,STORE_09,CUST_0338,P035,Home & Garden,1,144.9,144.9,19.48,116.67,Debit Card
T006915,2024-03-23,2024-03-23 22:18:59,STORE_09,CUST_0375,P042,Sports,1,264.3,264.3,17.92,216.94,Credit Card
T006916,2024-03-23,2024-03-23 09:06:34,STORE_06,CUST_0963,P043,Groceries,3,13.17,39.51,0.0,39.51,Credit Card
T006917,2024-03-23,2024-03-23 11:17:32,STORE_07,CUST_0695,P006,Electronics,10,544.63,5446.3,0.0,5446.3,Credit Card
T006918,2024-03-23,2024-03-23 15:23:29,STORE_06,CUST_0120,P036,Sports,2,88.77,177.54,0.0,177.54,Credit Card
T006919,2024-03-23,2024-03-23 11:48:46,STORE_07,CUST_0586,P045,Home & Garden,1,93.58,93.58,16.73,77.93,Cash
T006920,2024-03-23,2024-03-23 17:22:29,STORE_07,CUST_0574,P012,Clothing,3,136.82,410.46,0.0,410.46,Credit Card
T006921,2024-03-23,2024-03-23 12:22:04,STORE_10,CUST_0839,P015,Groceries,1,9.32,9.32,0.0,9.32,Debit Card
T006922,2024-03-23,2024-03-23 15:51:59,STORE_05,CUST_0906,P011,Electronics,1,1581.86,1581.86,0.0,1581.86,Debit Card
T006923,2024-03-23,2024-03-23 21:03:17,STORE_04,CUST_0551,P003,Clothing,2,140.82,281.64,0.0,281.64,Credit Card
T006924,2024-03-23,2024-03-23 17:10:09,STORE_07,CUST_0896,P037,Groceries,2,44.64,89.28,0.0,89.28,Cash
T006925,2024-03-23,2024-03-23 09:54:00,STORE_10,CUST_0803,P050,Clothing,2,219.34,438.68,0.0,438.68,Cash
T006926,2024-03-23,2024-03-23 08:27:25,STORE_03,CUST_0733,P013,Groceries,1,17.31,17.31,0.0,17.31,Mobile Pay
T006927,2024-03-23,2024-03-23 08:15:29,STORE_05,CUST_0902,P024,Electronics,3,190.13,570.39,0.0,570.39,Cash
T006928,2024-03-23,2024-03-23 16:49:45,STORE_04,CUST_0484,P043,Groceries,3,15.37,46.11,0.0,46.11,Debit Card
T006929,2024-03-23,2024-03-23 15:59:56,STORE_07,CUST_0575,P001,Electronics,3,156.98,470.94,0.0,470.94,Credit Card
T006930,2024-03-23,2024-03-23 19:39:48,STORE_10,CUST_0706,P018,Electronics,2,1462.63,2925.26,0.0,2925.26,Credit Card
T006931,2024-03-23,2024-03-23 17:33:49,STORE_02,CUST_0440,P038,Electronics,5,578.83,2894.15,0.0,2894.15,Credit Card
T006932,2024-03-23,2024-03-23 16:59:34,STORE_05,CUST_0774,P003,Clothing,1,165.08,165.08,0.0,165.08,Debit Card
T006933,2024-03-23,2024-03-23 22:28:30,STORE_10,CUST_0454,P014,Clothing,7,194.7,1362.9,13.42,1179.96,Credit Card
T006934,2024-03-23,2024-03-23 12:18:15,STORE_06,CUST_0684,P005,Home & Garden,3,41.96,125.88,0.0,125.88,Credit Card
T006935,2024-03-23,2024-03-23 14:30:41,STORE_03,CUST_0636,P003,Clothing,4,154.8,619.2,8.22,568.29,Cash
T006936,2024-03-23,2024-03-23 10:31:01,STORE_01,CUST_0603,P003,Clothing,3,142.93,428.79,0.0,428.79,Debit Card
T006937,2024-03-23,2024-03-23 11:01:58,STORE_09,CUST_0875,P007,Sports,1,176.15,176.15,0.0,176.15,Mobile Pay
T006938,2024-03-23,2024-03-23 22:21:47,STORE_05,CUST_0843,P007,Sports,1,192.13,192.13,0.0,192.13,Cash
T006939,2024-03-23,2024-03-23 18:56:38,STORE_01,CUST_0809,P023,Groceries,2,33.23,66.46,0.0,66.46,Mobile Pay
T006940,2024-03-23,2024-03-23 18:44:50,STORE_06,CUST_0568,P034,Clothing,6,45.43,272.58,0.0,272.58,Cash
T006941,2024-03-23,2024-03-23 16:25:16,STORE_08,CUST_0265,P027,Electronics,1,829.93,829.93,0.0,829.93,Debit Card
T006942,2024-03-23,2024-03-23 21:47:44,STORE_01,CUST_0311,P022,Sports,4,263.54,1054.16,0.0,1054.16,Mobile Pay
T006943,2024-03-23,2024-03-23 12:58:03,STORE_03,CUST_0397,P019,Sports,8,57.69,461.52,0.0,461.52,Mobile Pay
T006944,2024-03-23,2024-03-23 20:06:10,STORE_02,CUST_0935,P028,Home & Garden,1,305.76,305.76,15.03,259.82,Cash
T006945,2024-03-23,2024-03-23 19:06:01,STORE_02,CUST_0854,P046,Clothing,2,65.09,130.18,10.96,115.91,Mobile Pay
T006946,2024-03-23,2024-03-23 10:46:01,STORE_03,CUST_0419,P040,Home & Garden,3,163.13,489.39,0.0,489.39,Debit Card
T006947,2024-03-23,2024-03-23 10:17:16,STORE_07,CUST_0200,P004,Sports,1,44.7,44.7,0.0,44.7,Debit Card
T006948,2024-03-23,2024-03-23 20:27:54,STORE_10,CUST_0366,P012,Clothing,4,152.87,611.48,0.0,611.48,Mobile Pay
T006949,2024-03-23,2024-03-23 15:11:49,STORE_03,CUST_0973,P019,Sports,1,60.2,60.2,0.0,60.2,Cash
T006950,2024-03-23,2024-03-23 16:55:35,STORE_08,CUST_0930,P049,Sports,9,142.43,1281.87,0.0,1281.87,Mobile Pay
T006951,2024-03-23,2024-03-23 22:18:46,STORE_07,CUST_0937,P003,Clothing,1,138.76,138.76,11.64,122.6,Cash
T006952,2024-03-24,2024-03-24 19:09:54,STORE_10,CUST_0640,P005,Home & Garden,2,41.13,82.26,0.0,82.26,Credit Card
T006953,2024-03-24,2024-03-24 20:04:55,STORE_03,CUST_0976,P017,Groceries,2,29.54,59.08,0.0,59.08,Debit Card
T006954,2024-03-24,2024-03-24 16:51:14,STORE_07,CUST_0842,P028,Home & Garden,3,316.43,949.29,5.86,893.67,Cash
T006955,2024-03-24,2024-03-24 15:03:26,STORE_08,CUST_0118,P012,Clothing,2,155.88,311.76,0.0,311.76,Cash
T006956,2024-03-24,2024-03-24 21:48:06,STORE_10,CUST_0137,P043,Groceries,3,13.49,40.47,0.0,40.47,Mobile Pay
T006957,2024-03-24,2024-03-24 19:36:23,STORE_05,CUST_0051,P047,Sports,3,183.39,550.17,0.0,550.17,Debit Card
T006958,2024-03-24,2024-03-24 13:27:19,STORE_02,CUST_0273,P017,Groceries,3,30.38,91.14,0.0,91.14,Mobile Pay
T006959,2024-03-24,2024-03-24 10:46:58,STORE_04,CUST_0619,P026,Electronics,4,1718.58,6874.32,0.0,6874.32,Credit Card
T006960,2024-03-24,2024-03-24 17:45:30,STORE_04,CUST_0247,P025,Clothing,6,154.5,927.0,0.0,927.0,Cash
T006961,2024-03-24,2024-03-24 18:27:31,STORE_08,CUST_0324,P039,Electronics,2,1758.21,3516.42,0.0,3516.42,Mobile Pay
T006962,2024-03-24,2024-03-24 19:32:06,STORE_08,CUST_0824,P026,Electronics,1,1640.77,1640.77,0.0,1640.77,Mobile Pay
T006963,2024-03-24,2024-03-24 14:44:16,STORE_05,CUST_0932,P038,Electronics,1,482.97,482.97,0.0,482.97,Cash
T006964,2024-03-24,2024-03-24 10:07:19,STORE_03,CUST_0894,P013,Groceries,2,18.13,36.26,0.0,36.26,Mobile Pay
T006965,2024-03-24,2024-03-24 08:53:03,STORE_01,CUST_0017,P007,Sports,2,182.33,364.66,0.0,364.66,Cash
T006966,2024-03-24,2024-03-24 20:18:25,STORE_02,CUST_0783,P033,Clothing,2,118.89,237.78,0.0,237.78,Credit Card
T006967,2024-03-24,2024-03-24 11:39:29,STORE_10,CUST_0683,P021,Groceries,7,38.81,271.67,0.0,271.67,Credit Card
T006968,2024-03-24,2024-03-24 15:22:02,STORE_06,CUST_0470,P003,Clothing,2,167.53,335.06,13.14,291.02,Cash
T006969,2024-03-24,2024-03-24 14:17:02,STORE_04,CUST_0332,P004,Sports,4,46.68,186.72,0.0,186.72,Debit Card
T006970,2024-03-24,2024-03-24 08:42:43,STORE_10,CUST_0912,P047,Sports,5,166.23,831.15,0.0,831.15,Cash
T006971,2024-03-24,2024-03-24 20:44:53,STORE_06,CUST_0003,P038,Electronics,4,582.61,2330.44,0.0,2330.44,Credit Card
T006972,2024-03-24,2024-03-24 20:11:58,STORE_06,CUST_0933,P024,Electronics,3,189.81,569.43,0.0,569.43,Cash
T006973,2024-03-24,2024-03-24 20:13:24,STORE_10,CUST_0712,P005,Home & Garden,2,44.4,88.8,0.0,88.8,Credit Card
T006974,2024-03-24,2024-03-24 16:02:42,STORE_09,CUST_0089,P008,Sports,1,73.45,73.45,0.0,73.45,Debit Card
T006975,2024-03-24,2024-03-24 21:44:45,STORE_06,CUST_0206,P010,Home & Garden,2,309.24,618.48,0.0,618.48,Credit Card
T006976,2024-03-24,2024-03-24 16:07:55,STORE_10,CUST_0160,P031,Groceries,2,38.94,77.88,17.52,64.24,Credit Card
T006977,2024-03-24,2024-03-24 09:31:15,STORE_05,CUST_0920,P007,Sports,1,209.08,209.08,0.0,209.08,Mobile Pay
T006978,2024-03-24,2024-03-24 21:13:23,STORE_03,CUST_0126,P001,Electronics,2,143.83,287.66,0.0,287.66,Cash
T006979,2024-03-24,2024-03-24 09:09:07,STORE_10,CUST_0614,P041,Clothing,1,180.57,180.57,0.0,180.57,Debit Card
T006980,2024-03-24,2024-03-24 19:42:24,STORE_02,CUST_0994,P050,Clothing,6,208.4,1250.4,0.0,1250.4,Mobile Pay
T006981,2024-03-24,2024-03-24 20:24:11,STORE_07,CUST_0132,P045,Home & Garden,1,103.53,103.53,0.0,103.53,Credit Card
T006982,2024-03-24,2024-03-24 08:04:53,STORE_04,CUST_0607,P022,Sports,4,256.47,1025.88,0.0,1025.88,Cash
T006983,2024-03-24,2024-03-24 16:18:16,STORE_02,CUST_0713,P027,Electronics,3,761.58,2284.74,0.0,2284.74,Mobile Pay
T006984,2024-03-24,2024-03-24 16:06:58,STORE_04,CUST_0634,P024,Electronics,4,175.85,703.4,0.0,703.4,Debit Card
T006985,2024-03-24,2024-03-24 22:39:17,STORE_04,CUST_0379,P044,Home & Garden,5,204.53,1022.65,0.0,1022.65,Credit Card
T006986,2024-03-24,2024-03-24 14:23:34,STORE_06,CUST_0114,P029,Groceries,2,12.32,24.64,0.0,24.64,Debit Card
T006987,2024-03-24,2024-03-24 22:58:54,STORE_06,CUST_0268,P022,Sports,2,269.07,538.14,0.0,538.14,Mobile Pay
T006988,2024-03-24,2024-03-24 08:59:21,STORE_03,CUST_0204,P006,Electronics,3,555.8,1667.4,0.0,1667.4,Credit Card
T006989,2024-03-24,2024-03-24 17:16:43,STORE_04,CUST_0043,P031,Groceries,2,38.06,76.12,0.0,76.12,Cash
T006990,2024-03-24,2024-03-24 11:48:38,STORE_04,CUST_0397,P025,Clothing,1,156.8,156.8,0.0,156.8,Mobile Pay
T006991,2024-03-24,2024-03-24 13:19:31,STORE_03,CUST_0707,P048,Sports,3,143.36,430.08,0.0,430.08,Credit Card
T006992,2024-03-24,2024-03-24 21:51:47,STORE_02,CUST_0186,P008,Sports,3,73.04,219.12,0.0,219.12,Debit Card
T006993,2024-03-24,2024-03-24 19:49:09,STORE_04,CUST_0584,P040,Home & Garden,5,148.35,741.75,0.0,741.75,Credit Card
T006994,2024-03-24,2024-03-24 16:42:29,STORE_06,CUST_0906,P050,Clothing,2,196.19,392.38,5.81,369.6,Cash
T006995,2024-03-24,2024-03-24 15:33:59,STORE_08,CUST_0476,P020,Home & Garden,3,72.6,217.8,8.6,199.08,Debit Card
T006996,2024-03-24,2024-03-24 11:56:20,STORE_10,CUST_0814,P040,Home & Garden,6,145.1,870.6,0.0,870.6,Credit Card
T006997,2024-03-24,2024-03-24 11:42:53,STORE_09,CUST_0530,P026,Electronics,1,1660.33,1660.33,0.0,1660.33,Mobile Pay
T006998,2024-03-24,2024-03-24 11:39:07,STORE_07,CUST_0717,P002,Groceries,3,14.88,44.64,0.0,44.64,Debit Card
T006999,2024-03-24,2024-03-24 12:22:50,STORE_05,CUST_0482,P038,Electronics,3,580.4,1741.2,0.0,1741.2,Cash
T007000,2024-03-24,2024-03-24 09:41:40,STORE_07,CUST_0734,P024,Electronics,10,193.8,1938.0,0.0,1938.0,Mobile Pay
T007001,2024-03-24,2024-03-24 22:33:07,STORE_07,CUST_0370,P033,Clothing,3,118.07,354.21,0.0,354.21,Debit Card
T007002,2024-03-24,2024-03-24 22:08:29,STORE_07,CUST_0302,P039,Electronics,8,1571.63,12573.04,0.0,12573.04,Mobile Pay
T007003,2024-03-24,2024-03-24 19:37:16,STORE_10,CUST_0751,P008,Sports,3,83.3,249.9,0.0,249.9,Credit Card
T007004,2024-03-24,2024-03-24 09:07:34,STORE_04,CUST_0409,P047,Sports,2,166.2,332.4,0.0,332.4,Cash
T007005,2024-03-24,2024-03-24 08:35:11,STORE_01,CUST_0752,P020,Home & Garden,2,70.71,141.42,0.0,141.42,Debit Card
T007006,2024-03-24,2024-03-24 21:34:08,STORE_10,CUST_0805,P006,Electronics,1,502.73,502.73,0.0,502.73,Cash
T007007,2024-03-24,2024-03-24 16:54:01,STORE_05,CUST_0938,P045,Home & Garden,4,101.68,406.72,0.0,406.72,Cash
T007008,2024-03-24,2024-03-24 17:36:23,STORE_06,CUST_0627,P024,Electronics,8,203.35,1626.8,0.0,1626.8,Credit Card
T007009,2024-03-24,2024-03-24 18:58:19,STORE_02,CUST_0652,P011,Electronics,6,1642.6,9855.6,0.0,9855.6,Mobile Pay
T007010,2024-03-24,2024-03-24 16:13:50,STORE_07,CUST_0769,P024,Electronics,2,195.53,391.06,0.0,391.06,Mobile Pay
